dataset	tf	intra_group_weight	inter_group_weight	overlapping_group_weight	final_k
ENCSR000DMP	myc	1.2809853358438918	1.2564189313075655	0.9751762225813995	1.5695014931930746
ENCSR000DMQ	ctcf	0.8969537698667085	1.6571733152928936	1.0052095619524142	1.494151386268493
ENCSR000DMQ	esr1	0.6581545927806463	1.1166748798020043	1.0048227113120098	0.7384891269066403
ENCSR000DMQ	myc	1.0250258318332763	1.702162380745375	0.5563359934495096	0.9706730161615978
ENCSR000DMR	ctcf	1.055522365269677	2.16520866122568	0.8410166876476495	1.9220815451694389
ENCSR000DMR	esr1	0.7623248862678375	1.0548758859805376	0.9866403553222379	0.7934148727942487
ENCSR000DMS	ctcf	1.05338085311866	1.9285554218073615	0.8671270464770336	1.7615715045716176
ENCSR000DMS	esr1	0.7610236921081622	1.0031160226975673	0.993841908059708	0.7586940022448014
ENCSR000DMV	ctcf	0.9577748403824322	2.741145210961667	0.8556711438359298	2.246478949915341
ENCSR000DMV	esr1	0.7005457100612399	1.0626581715983288	0.9840305974581429	0.7325523513915481
ENCSR000DWH	ctcf	0.9779025390049602	2.0877493276247368	0.828769478251537	1.6920285035681293
ENCSR000DWH	esr1	0.7112327599040554	1.0422437370792574	0.9849614652193677	0.730130156290499
ENCSR000EWS	ctcf	1.116497239571485	1.3897386434787171	1.001881577095372	1.5545588882482992
ENCSR000EWS	esr1	0.8026866123909479	1.1005929052134014	0.997824390183398	0.8815091891364616
ENCSR000EWS	gata3	1.4920043403573442	2.004377494328168	0.7708547107073638	2.3052717858556906
ENCSR000EWV	ctcf	1.1418941075324687	1.4993568949908482	1.0140686883894363	1.7361939005857971
ENCSR000EWV	esr1	0.8184371992580799	1.0416887391367915	1.008957821376785	0.8601938658125826
ENCSR000EWV	gata3	1.529020141732016	1.467582203431439	0.9128810491110803	2.048471068194074
ENCSR062HDL	ctcf	1.1024896029293298	1.4685433576518554	1.0160832758037832	1.6450934717994619
ENCSR062HDL	esr1	0.7930119393251296	1.0028043124187758	1.0117586692830158	0.8045867072414855
ENCSR062HDL	hsf1	8.98711420793925	2.50593360370008	1.0032005336145637	10
ENCSR176EXN	ctcf	1.106816542736383	1.640466458266575	1.0090038986482643	1.8320437512957053
ENCSR176EXN	esr1	0.7959415635146099	1.0105939974482703	1.011553053963883	0.8136667399378932
ENCSR176EXN	jun	9.948384141612944	2.6306083802185967	0.9499899850196328	10
ERP000209	ctcf	0.9804678039954582	1.7342724638141285	0.9844026351354274	1.6738765812051097
ERP000209	esr1	0.7136891415596347	2.229298020129294	0.911320641730605	1.4499346441957637
ERP000209	rad21	1.6841370686360084	2.6935435547323108	0.5115817499512052	2.320686525561342
ERP000380	ctcf	0.9934695962284766	2.0054913335557027	0.8434992713734335	1.6805834485424977
ERP000380	esr1	0.7226655627731315	1.3479523088370606	0.9645503606033526	0.9395865567213172
ERP000380	foxa1	0.9653490001196842	3.0866835212990695	0.7063806662450922	2.1048214382179653
ERP000783	ctcf	0.9566668989008712	1.293688323363575	0.9818738296459186	1.2151953260568116
ERP000783	esr1	0.6962257382685544	3.0386177017434033	0.8970703649177526	1.897809637359339
ERP000901	ctcf	1.0484011757000549	1.582168101392231	1.0016781171536784	1.6615304692773039
ERP000901	esr1	0.7580082176970602	1.1679319582055574	1.0002577965328876	0.8855302498226699
ERP000901	ncoa1	6.267628024807264	2.4368868612091843	0.9267387578158851	10
ERP000901	ncoa2	4.972166136687953	2.5775599564324914	0.9202605092613652	10
ERP000901	ncoa3	4.26452860170262	2.8444598251384647	0.8841054932769867	10
ERP001226	ar	1.784347929091379	2.5384309352816734	0.46761019879588517	2.1180142010969565
ERP001226	ctcf	0.9356497574842118	1.541427575334269	0.9735285148095957	1.404058199203942
ERP001226	esr1	0.682745694573178	1.259117046134877	0.9604929056555092	0.8256942021938265
ERP001226	foxa1	0.9057494309082472	2.8695145982941774	0.6278070216420162	1.6317088800701234
ERP002305	esr1	0.7913425890805412	0.9996342051092282	1.010282327770378	0.799186987468273
GSE35109	esr1	0.8286368418913631	1.8444853556977918	1.0030786350540508	1.5331139321070533
GSE38901	ctcf	1.1057012661278809	1.4431037397020292	1.014427813113574	1.6186632514072026
GSE38901	esr1	0.7950939548996413	1.0173562586198595	1.0109120965241998	0.8177205385536955
GSE38901	hsf1	9.08060812479767	2.055936080180996	0.9839420524292163	10
GSE40129	ctcf	1.119776012488627	1.3609191388843185	1.014901936148568	1.5466340338430071
GSE40129	esr1	0.8042455693474025	1.0408816402417747	1.0102295568129485	0.845687859473481
GSE40129	gata3	1.4957564902747575	1.6153311222198357	0.9416837610994362	2.275241695330096
GSE40762	ctcf	1.1091010105151935	1.3318191154130452	1.0142128189347839	1.4981159932172445
GSE40762	esr1	0.7971751254010069	1.078855592797864	1.0094618362471077	0.8681743702482233
GSE40762	foxm1	4.913887270172257	1.9575529859631038	0.6703192056683221	6.447930949408324
GSE41561	ctcf	0.9056126879441	1.4979655698776897	0.9904510839367112	1.3436227898477935
GSE41561	esr1	0.6624589575071452	2.6239104542539864	0.8936599738568528	1.5533892431432923
GSE41820	ahr	3.488075975268647	3.7010246123929225	0.7936939283294087	10
GSE41820	ctcf	1.0598402436283054	1.5639891047158792	0.9997476153361052	1.6571602463578237
GSE41820	esr1	0.7646435804786247	1.1042758009366829	0.9912602014146151	0.8369977138382872
GSE45822	ctcf	1.085654557493827	1.4520855576947806	0.9997588101161287	1.5760830765811857
GSE45822	esr1	0.7824652568139809	2.7315776368746425	0.9335113722058909	1.9952541579846015
GSE45852	ctcf	1.101336677795705	1.430658856458864	1.0115710151120523	1.5938687924029928
GSE45852	esr1	0.7923022393185898	1.0029036243588376	1.0119903312601084	0.8041303380413711
GSE45852	hsf1	8.956149294109425	2.2781465445900437	1.0011394014526558	10
GSE48930	ar	1.679021904340259	3.6387606514816038	0.8738817300973588	5.339031847910416
GSE48930	ctcf	0.8852995197320408	1.6518471823586869	0.9880734872854069	1.4449384293072707
GSE48930	esr1	0.6522470029405129	3.7528378408851863	0.9083044307481379	2.2233269073438047
GSE51274	ctcf	1.011147457630836	1.5508074470740882	0.9938883770093433	1.55851140188527
GSE51274	esr1	0.7326769215579961	1.1370611381533606	0.9885506383518526	0.8235600088333511
GSE51274	gata3	1.332543866974614	2.718223507559089	0.6487022719054896	2.3496982731455316
GSE54855	esr1	0.7937155773818216	1.0299999754151505	1.0109830951846566	0.8265060023235881
GSE55921	brd4	4.478883845266455	1.200467406658553	0.9837150898039215	5.28919411720306
GSE55921	ctcf	1.019878602891145	1.5551788571310412	1.0126882432636948	1.6062183820006921
GSE55921	esr1	0.7396157404273375	1.0060043763182887	1.0152770087211882	0.7554236319258589
GSE59530	ctcf	1.145558783445715	1.4668313382154357	1.002559556347586	1.6846424521382664
GSE59530	esr1	0.821054536942109	1.1843142680407341	0.9981324349426547	0.970570607698236
GSE59530	foxa1	1.1103030073004814	2.8214612648140127	0.7917125827428664	2.480179741015484
GSE60270	ctcf	1.1436269984879686	1.4622327959366717	1.0019950715377235	1.6755851596991038
GSE60270	esr1	0.8201024788439084	1.5425886502673942	0.9743594040717939	1.232643350928843
GSE60270	foxa1	1.1088295835651711	2.5719831375333357	0.8281425869466059	2.361772383247868
GSE60270	gata3	1.5331289803217698	2.268939222520522	0.9526434649506939	3.313843147797502
GSE68355	ctcf	0.9683945068978642	1.5072274779661987	0.9871754411140894	1.4408722020118596
GSE68355	esr1	0.7044487568549109	2.8263020712273637	0.882988939356935	1.758017716271367
GSE68356	ctcf	1.181491058921747	1.276542838828532	1.0102697667588487	1.5237130585972796
GSE68356	esr1	0.8442372536833032	1.7016373470819492	0.9659115834797452	1.387614710979387
GSE70764	ctcf	1.0594987440651167	1.9916396530617497	0.868459614732273	1.8325711204890656
GSE70764	esr1	0.7650280066871931	1.0026423555723145	0.9925364791957599	0.7613245929315994
GSE71276	ctcf	1.1257744475969924	1.4292824387013354	1.0146579342563902	1.632634991843104
GSE71276	esr1	0.8083423287806479	1.9549781236785282	1.005246740079106	1.588582948322368
GSE72082	ctcf	0.9970521640377078	1.7251328952406024	0.9904933842147178	1.7036956558661367
GSE72082	esr1	0.7242984566697129	1.1055461763799956	0.9888020391956313	0.7917786738451464
GSE72082	rad21	1.7184130862736917	2.8995714761275493	0.5195647986953744	2.5888155551496155
GSE72249	ctcf	0.9310978165078773	1.6027397312311853	0.9881598154810527	1.4746382684448878
GSE72249	esr1	0.681556210415425	1.2766908741485241	0.9422004962513281	0.8198431307265919
GSE72249	foxa1	0.9055676916749509	3.777513869387294	0.5182303766071776	1.7727596297892738
GSE80808	ctcf	1.0976747044183213	1.4532419271715797	0.9977204485182652	1.5915505921883253
GSE80808	esr1	0.7899112513043673	1.0781215637198884	0.9921520380201535	0.8449368693010105
GSE80808	foxa1	1.0638627404320655	2.6666737910536	0.6574730353863214	1.8652344903946871
